dream_text,stress_label,label
"I wandered through a quiet orchard where ripe fruit hung heavy on the trees. A gentle breeze carried the sweet scent of apples and peaches. I picked some fruit and shared it with a small group of friendly animals gathered nearby. Their soft eyes met mine, and together, we enjoyed the simple moment.",low,0
"I found myself in a bright schoolroom where a large mirror covered one wall and a grandfather clock stood in the corner, its steady ticks resonating with my pulse. Searching for a door to the outside world, I opened a panel and climbed stairs leading to fresh air and sunlight. Sitting comfortably by a fire outside, I breathed deeply and felt resolved.",low,0
I sat by a fireplace on a chilly evening. The warmth spread through me as I sipped tea. I felt safe and relaxed.,low,0
"I fell endlessly through a void with no ground or sky to stop my descent, flailing helplessly as shadows closed in from every side. My breath caught in my throat, and I could not cry out or slow the fall. The terror of absolute helplessness overwhelmed me until nothing remained but emptiness.",high,2
"The forest is alive, branches twisting into cages I can’t escape; the water around my feet rises, but my legs fail me. I reach for a door, but it’s a flickering mirror reflecting someone else's face. Every step down the stairs takes me deeper into a disorienting darkness where the clock’s ticking grows louder, drowning out my thoughts and control.",high,2
"The dark house twisted as I moved, water pooling beneath me and doors vanishing as I reached for them. The fire’s glow chased me relentlessly, even as the stairs collapsed under my weight. The mirror showed someone I did not recognize, trapped in a cycle I couldn’t break, and the clock ticked away my fading hope. I was caught, utterly without control.",high,2
"Blinded by thick fog, I staggered blindly while something unseen hunted me relentlessly. I listened for footsteps behind me, but when I turned, nothing was there. Fear tightened its grip as I realized I was completely exposed and utterly alone.",high,2
"The school was eerily empty, but I followed the echoes of my footsteps past dark hallways until I found a familiar mirror in the lost and found. Gazing into it, I saw a reflection of calm and clarity I hadn’t expected. I opened a nearby door to find the sunlit courtyard, where I stood surrounded by light, feeling truly found and at ease.",low,0
"I was searching through a dark forest filled with glowing mirrors that multiplied light in every direction. Stairs rose in impossible angles, leading me to a water-filled room where a gentle fire flickered on the surface. A door opened nearby, revealing a clock that counted down to an unseen moment. I smiled, feeling in control and calm despite the mystery.",low,0
"I was trapped in a crowded airplane cabin as smoke filled the aisles. Shouting made it impossible to hear, and the exit doors wouldn’t budge. Passengers pushed and shoved, and I was shoved off balance continually. The fire spread nearer, and I was trapped, unable to move or escape the impending doom.",high,2
"I walked beside a slow-moving river edged by thick trees, where a deer watched silently from behind a broken clock nailed to one trunk. A door embedded in the earth led to stairs lined with flickering torches. Behind me, the reflection in a mirror rippled, and the deer disappeared when I tried to follow, leaving me uncertain of where to go next.",medium,1
"The room was filled with screens, each showing faces from different times. My phone buzzed and revealed a hidden door behind a mirror. As I climbed the stairs beyond, a fire flickered softly alongside a clock ticking serenely, signals of comfort and continuity. I felt steady and thankful, knowing I had control over this strange, virtual place.",low,0
