dream_id,dream_text,stress_label,emotion_labels,theme_labels,symbol_labels
5592,I was writing in a soft forest clearing with birdsong. There was a golden key on the ground. The feeling lingered long after I opened my eyes. I sensed a new beginning approaching.,low,"hope,focus,calm,contentment,tenderness","clarity,connection","broken_glass,monkey,elders,passport"
5593,I was desperately searching in a falling aircraft losing altitude fast and noticed a darkness spreading over everything. I could not look at the clock for a long time.,high,"dread,self_consciousness,urgency","vulnerability,confinement,collective_threat",key
5594,I found myself lost in a foggy harbour with no boats and noticed a sealed envelope addressed to me. Part of me wanted to stay; part of me needed to leave. The feeling lingered unresolved.,moderate,"alertness,protectiveness,amusement,melancholy","work_boundary,discovery,renewal",light
5595,I was listening to music in a bright dining room with family. I found a peaceful stream nearby and held it close. I carried that peace into the morning. I felt the warmth linger into morning.,low,"serenity,warmth,joy","grounding,security,flow","market,thunder"
5596,I was attempting to leave a waiting room with no clock. There was a dusty old book with no title. I woke unsure whether it had been a good dream or a bad one.,moderate,"protectiveness,wariness,restlessness","warning,power,hidden_path,nostalgia_for_past","voice,snake,tears,spider"
5597,The dream began in a hospital corridor where all the doors were locked. I was being overwhelmed in and came across a shattered window with sharp edges. The weight of it followed me into the morning. I lay awake for hours afterward.,high,"fear,shame,self_consciousness","loss_of_control,collective_threat",peacock
5598,I found a bridge falling away behind me as I was fighting to breathe in a pitch-black tunnel with no end. I woke feeling like something had been taken from me. I sat up in bed unable to breathe.,high,"shock,regret,helplessness,overwhelm","technology_stress,absurdity,upheaval,chaos","angel,mountain,rain"
5599,I was suffocating in a sinking ship in open water. There was a darkness spreading over everything. I woke in a cold sweat. I woke feeling trapped even after opening my eyes.,high,"desperation,regret,grief,exposure,frustration","hidden_threat,uncertainty","desk,hiding,heart"
5600,The dream began in a crumbling building that shook underfoot. I was being judged in front of everyone in and came across a venomous snake blocking the path. The helplessness stayed with me all day. I woke with a racing heart.,high,"panic,anger,exposure,guilt","persecution,danger,time_pressure,confinement","blood,notebook_page"
5601,I was exploring peacefully a moonlit courtyard and noticed a letter with good news inside. I carried that peace into the morning. I woke with a sense of belonging.,low,"relief,focus,gratitude,reverence","renewal,restoration","crane,tunnel,store"
5602,"I found myself standing in a lantern-lit courtyard and noticed a sleeping cat in the sunlight. For the first time in a long while, I felt safe. I carried that peace with me all day.",low,"playfulness,gratitude,joy,satisfaction,focus","nourishment,freedom,flow,academic_pressure","porch,losing_valuables,head"
5603,I was trying to call for help from a dark underwater cave filling with water and noticed a missing child I could not find. I felt exposed even after the dream ended. I jolted awake in a cold sweat.,high,"pressure,obsession,urgency,helplessness,frustration","public_visibility,avoidance,instability","books,classroom,lightning,tower"
5604,"The dream began in a city block shaking in an earthquake. I was watching helplessly as everything collapsed in and came across a car with no brakes on a steep hill. I sat up gasping, unable to remember how to breathe. I could not shake the feeling of danger.",high,"self_consciousness,instability,frustration","loss_of_control,instability,social_judgment,hidden_refuge",wedding
5605,I found a welcoming fire in the hearth as I sat quietly in a warm kitchen smelling of bread. I felt held by something larger than myself. I carried that peace with me all day.,low,"nostalgia,wonder,reverence,tenderness,purpose","renewal,community,reflection,forgiveness",dawn
5606,I was wandering through a cluttered attic full of old things. I found a forgotten notebook in my handwriting and studied it carefully. I felt a kind of longing I could not place.,moderate,"melancholy,restlessness,protectiveness,unease","uncertainty,pause,hidden_path,inner_self","suitcase,apples,hair"
5607,I was reuniting with friends in a warm porch at sunset and noticed a shining star reflected in water. A gentle peace settled over me. I carried that peace with me all day.,low,"inspiration,wonder,playfulness,disorientation","urban_healing,freedom,vulnerability","watch,legs"
5608,I found a small herb garden in full bloom as I was watching the sunrise from a serene temple garden. I felt deeply grateful without knowing why. I felt a deep sense of peace.,low,"delight,gentleness,calm,awe","domestic_healing,small_kindness,hidden_refuge,memory","jar,fog,skin,market"
5609,I found a broken clock on the wall as I was revisiting a strange hotel with endless hallways. I felt a kind of longing I could not place. I felt the need to reflect.,moderate,"hesitation,determination,ambition,protectiveness","warning,domestic_stress,impostor_feeling","sun,dock"
5610,I was playing with children in a lush green valley. I found a glowing lantern hanging above and picked it up gently. I carried that peace into the morning.,low,"hope,nostalgia,acceptance","urban_healing,growth","spring,phone,notebook_page"
5611,I was writing in a cozy café with rain on the windows. I found a colorful butterfly landing on my hand and picked it up gently. I felt understood without saying a word.,low,"affection,relief,focus,warmth,acceptance","freedom,impostor_feeling","window,hands,elders"
5612,I was being chased through a cracked road crumbling beneath me and noticed a door that opened onto nothing. I jolted awake with my heart pounding. The panic lingered into daylight.,high,"hurt,grief,dread,obsession,anguish","time_pressure,academic_pressure,emotional_overflow","office,tiger"
5613,I was screaming with no sound coming out in a sinking ship in open water and noticed a wolf standing in the doorway. I felt exposed even after the dream ended. I sat up in bed unable to breathe.,high,"guilt,shame,peace","survival,loss_of_control","water,table,temple"
5614,"I was being overwhelmed in a hospital corridor where all the doors were locked. There was a car with no brakes on a steep hill. I woke shaking, the image still vivid. I woke feeling trapped even after opening my eyes.",high,"self_consciousness,helplessness,overwhelm,rage,humiliation","blocked_expression,danger","forest,blanket"
5615,I was being overwhelmed in a collapsing staircase in a tall tower and noticed a missing child I could not find. The fear stayed with me long after I opened my eyes. I jolted awake in a cold sweat.,high,"self_consciousness,frustration,guilt,purpose","confinement,public_visibility,technology_failure,vulnerability","rainbow,tunnel,tears"
5616,"I was revisiting a foggy harbour with no boats and noticed a shadowy figure in the corner. I sensed something shifting, though I could not see what. I sensed a change was coming.",moderate,"melancholy,confusion,sadness","past,awakening,discovery","fox,spider,bread,drawer"
5617,I found a cracked mirror on the wall as I was hesitating at the edge of a silent library with flickering lights. I woke with more questions than answers. I woke in quiet contemplation.,moderate,"awe,hesitation,regret","hidden_truth,warning,nostalgia_for_past,identity","desert,elephant,dress"
